Line,Context,English,Chinese,Actor
1200,063:OC#0820,That draft won't work on the gold.,該織法不適用於黃金。,
1201,063:ON#0821,darkness,黑暗,
1202,063:ON#0822,darkness,黑暗,
1203,063:ON#0824,gold,金子,
1204,063:LS#0201,I can't see a thing.,我什麼也看不見。,
1205,064:LS#0200,"In Memory Of\255\001LADY CYGNA THREADBARE\255\0017983-8004\255\001\255\001Destiny shall draw the Lightning\255\001Down from Heaven; roll its thunder\255\001Far across the Sea, to where I\255\001Wait upon the Share of Wonder,\255\001On the day the Sky is Opened\255\001And the Tree is split asunder.",紀念\255\001西格娜·疏織夫人\255\0017983-8004\255\001\255\001命運將引天庭之雷電；\255\001轟隆雷鳴，橫越重洋，\255\001直到我於奇蹟海岸守候之處。\255\001待到天際敞開之日，\255\001巨樹將隨之劈裂。,
1206,065:OC#0829,Can't get there from here.,從這裡無法到達那裡。,
1207,065:ON#0828,darkness,黑暗,
1208,065:OC#0828,Great. I can't see a thing.,太棒了。我什麼都看不見。,
1209,065:OC#0828,That draft won't work on the darkness.,這織法對黑暗不起作用。,
1210,066:ON#0833,myself,我,
1211,066:OC#0833,Guess I'm ready to go.,我想我準備好出發了。,
1212,066:OC#0833,That draft won't work on me.,這織法對我不起作用。,
1213,066:SC#0106,"Fly away while you can, Weaver boy.",趁還能飛，快逃吧，織者男孩。,
1214,066:SC#0106,One day we will meet again!,總有一天我們會再見面的！,
1215,066:SC#0106,Bobbin. It's time!,波賓。時間到了！,
1216,069:OC#0876,PRACTICE,學徒,
1217,069:OC#0876,PRACTICE,學徒,
1218,069:OC#0877,STANDARD,指導者,
1219,069:OC#0877,STANDARD,指導者,
1220,069:OC#0878,EXPERT,大師,
1221,069:OC#0878,EXPERT,大師,
1222,069:LS#0201,The Secret Weave is incorrect.,秘密織法錯誤。,
1223,069:LS#0201,Entering demonstration mode.,進入展示模式。,
1224,069:LS#0201,Welcome to the Age of the Great Guilds.,歡迎來到偉大公會時代。,
1225,069:LS#0203,STANDARD,指導者,
1226,069:LS#0203,PRACTICE,學徒,
1227,069:LS#0203,EXPERT,大師,
1228,069:LS#0203,Select a Proficiency Level.\255\001Refer to your Loom]^ manual for help.,選擇熟練度。\255\001如需協助，請參閱您的《Loom》手冊。,
1229,069:LS#0204,That's not right. Try again.,那不對。再試一次。,
1230,069:LS#0204,"That's not right, either. Again?",那也不對。再試一次？,
1231,069:LS#0204,The Secret Weave you entered is incorrect.\255\001Refer to your Loom]^ manual for assistance.,您輸入的秘密織法不正確。\255\001如需協助，請參閱您的《Loom》手冊。,
1232,069:LS#0204,Entering demonstration mode.,進入展示模式。,
1233,069:LS#0204,Welcome to the Age of the Great Guilds.,歡迎來到偉大公會時代。,
1234,069:LS#0205,What is the secret weave associated\255\001with this Guild and Thread?\255\001Refer to your Book of Patterns for help.,與這個公會和線程\255\001相關的秘密織法是什麼？\255\001如需協助，請參閱您的《織圖之書》。,
1235,070:EX#0070, , ,
1236,070:LS#0201,\255\007\167\000,\255\007\167\000,
1237,070:LS#0201,\255\007\005\064,\255\007\005\064,
1238,070:LS#0201,\024,\024,
1239,070:LS#0201,\255\007\005\064,\255\007\005\064,
1240,070:LS#0202,The game was saved.,遊戲已儲存。,
1241,070:LS#0202,ERROR: The game was NOT saved.,錯誤：遊戲未儲存。,
1242,070:LS#0202,ERROR: The game was NOT loaded.,錯誤：遊戲未載入。,
1243,070:LS#0202,There are no saved games on the disk.,磁碟上沒有已儲存的遊戲。,
1244,070:LS#0202,Select game to \255\002,選擇遊戲\255\002,
1245,070:LS#0202,SAVE\255\002,儲存\002,
1246,070:LS#0202,.,.,
1247,070:LS#0202,Select game to \255\002,選擇遊戲\255\002,
1248,070:LS#0202,LOAD\255\002,載入\002,
1249,070:LS#0202,.,.,
1250,070:LS#0202,Please enter a name for the saved game.,請輸入已儲存遊戲的名稱。,
1251,070:LS#0202,"You selected an empty slot, Please try again.",您選擇了一個空插槽，請重試。,
1252,070:LS#0202,"Select game to load, then select \255\002",選擇要載入的遊戲，然後選擇\255\002,
1253,070:LS#0202,OK\255\002,好\002,
1254,070:LS#0202,.,.,
1255,070:LS#0202,"Select save game slot, then type in name.",選擇儲存遊戲位置，然後輸入名稱。,
1256,070:LS#0202,"Finish typing name, press ENTER\255\001then select OK.",輸入名稱後，按 ENTER\255\001然後選擇確定。,
1257,070:LS#0202,Loading +\255\007\001\064/,載入中 +\255\007\001\064/,
1258,070:LS#0202,Saving +\255\007\001\064/,節省+\255\007\001\064/,
1259,070:LS#0202,That game is not on the disk.,該遊戲不在磁碟上。,
1260,070:LS#0202,Insert save-load disk in Drive A.\255\001Select SAVE or LOAD.,將保存載入磁碟插入磁碟機 A。\255\001選擇儲存或載入。,
1261,070:LS#0203,loome.___,讓我們創,
1262,070:LS#0204,loome.___,讓我們創,
1263,070:LS#0208,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,
1264,070:LS#0209,\255\007\000\064,\255\007\000\064,
